city,timestamp,temperature,season
New York,2010-01-01,13.694015525160824,winter
New York,2010-01-02,1.7035632247925148,winter
New York,2010-01-03,2.7700394479321178,winter
New York,2010-01-04,1.0673876469393737,winter
New York,2010-01-05,-5.455941414246103,winter
New York,2010-01-06,-6.667953328282115,winter
New York,2010-01-07,0.08593875292063798,winter
New York,2010-01-08,-9.386954547494284,winter
New York,2010-01-09,-1.2226987684067043,winter
New York,2010-01-10,-1.9205296461912116,winter
New York,2010-01-11,3.866027705795998,winter
New York,2010-01-12,-5.654534176316357,winter
New York,2010-01-13,-4.866910890408934,winter
New York,2010-01-14,-1.3580802145759208,winter
New York,2010-01-15,-1.9464365758065025,winter
New York,2010-01-16,1.4095136738275467,winter
New York,2010-01-17,10.771961406019585,winter
New York,2010-01-18,0.4308435603913894,winter
New York,2010-01-19,1.1602417768099063,winter
New York,2010-01-20,-13.585715971044579,winter
New York,2010-01-21,-12.89217880077906,winter
New York,2010-01-22,-0.28445491201512335,winter
New York,2010-01-23,-1.7254375765010805,winter
New York,2010-01-24,-9.039235923635722,winter
New York,2010-01-25,7.586898573095503,winter
New York,2010-01-26,-8.88287774429144,winter
New York,2010-01-27,2.802075032030784,winter
New York,2010-01-28,0.5698545221273489,winter
New York,2010-01-29,-2.7589215472234105,winter
New York,2010-01-30,-3.683587419465014,winter
New York,2010-01-31,2.1508125213016585,winter
New York,2010-02-01,-0.172678806546971,winter
New York,2010-02-02,-4.438516807273679,winter
New York,2010-02-03,-3.036097995756524,winter
New York,2010-02-04,5.1506296609421724,winter
New York,2010-02-05,6.397369323643728,winter
New York,2010-02-06,-3.7663453053589224,winter
New York,2010-02-07,3.426580436695606,winter
New York,2010-02-08,-0.5445593988224463,winter
New York,2010-02-09,-3.8249309406487124,winter
New York,2010-02-10,-13.055689559408838,winter
New York,2010-02-11,-9.897260954802844,winter
New York,2010-02-12,-2.528181528676443,winter
New York,2010-02-13,9.330134055946464,winter
New York,2010-02-14,-6.095361988127433,winter
New York,2010-02-15,1.7647875660748527,winter
New York,2010-02-16,1.099795999392819,winter
New York,2010-02-17,-3.8416973710121245,winter
New York,2010-02-18,1.7104159276595845,winter
New York,2010-02-19,6.417014277927367,winter
New York,2010-02-20,-4.21087998078108,winter
New York,2010-02-21,5.277936288099094,winter
New York,2010-02-22,-10.783043518853406,winter
New York,2010-02-23,7.429590189444852,winter
New York,2010-02-24,9.081987578150738,winter
New York,2010-02-25,5.473873280430278,winter
New York,2010-02-26,-13.39304420800001,winter
New York,2010-02-27,1.0581249291898596,winter
New York,2010-02-28,-4.808662636335,winter
New York,2010-03-01,11.821950869742299,spring
New York,2010-03-02,6.842280692575944,spring
New York,2010-03-03,4.22677282802463,spring
New York,2010-03-04,3.6231033427579584,spring
New York,2010-03-05,9.107812710445804,spring
New York,2010-03-06,18.961001570243756,spring
New York,2010-03-07,9.998775270048721,spring
New York,2010-03-08,18.25023406383726,spring
New York,2010-03-09,18.799233246921084,spring
New York,2010-03-10,17.80759616104485,spring
New York,2010-03-11,20.130329248641868,spring
New York,2010-03-12,15.576155417486394,spring
New York,2010-03-13,10.966205087694801,spring
New York,2010-03-14,7.682075055220329,spring
New York,2010-03-15,16.24873667048769,spring
New York,2010-03-16,3.1674178812901115,spring
New York,2010-03-17,5.2427390976071235,spring
New York,2010-03-18,23.411208060790745,spring
New York,2010-03-19,14.190610188811108,spring
New York,2010-03-20,7.363736974022318,spring
New York,2010-03-21,0.735611340723457,spring
New York,2010-03-22,10.35951132209325,spring
New York,2010-03-23,10.662987608233506,spring
New York,2010-03-24,6.888236145308209,spring
New York,2010-03-25,11.700625987271595,spring
New York,2010-03-26,13.1586675496705,spring
New York,2010-03-27,14.422035758000337,spring
New York,2010-03-28,10.776786020146375,spring
New York,2010-03-29,9.592979221642292,spring
New York,2010-03-30,12.646350769680229,spring
New York,2010-03-31,7.202452985250661,spring
New York,2010-04-01,8.632066852893697,spring
New York,2010-04-02,11.462929104352167,spring
New York,2010-04-03,6.790033820007449,spring
New York,2010-04-04,4.482947974240195,spring
New York,2010-04-05,3.410883543813533,spring
New York,2010-04-06,4.71916453487145,spring
New York,2010-04-07,11.517289965485903,spring
New York,2010-04-08,16.527870508237644,spring
New York,2010-04-09,13.053703004542493,spring
New York,2010-04-10,15.907263492295147,spring
New York,2010-04-11,2.3698655047770787,spring
New York,2010-04-12,7.262960479369164,spring
New York,2010-04-13,7.570983207154317,spring
New York,2010-04-14,15.042122927890475,spring
New York,2010-04-15,14.946385331996,spring
New York,2010-04-16,14.924059495839956,spring
New York,2010-04-17,8.948791290339095,spring
New York,2010-04-18,3.919848231622641,spring
New York,2010-04-19,13.80487984721207,spring
New York,2010-04-20,10.290645829349232,spring
New York,2010-04-21,13.847098164008042,spring
New York,2010-04-22,7.220101449891564,spring
New York,2010-04-23,10.343536777531655,spring
New York,2010-04-24,5.494714648888282,spring
New York,2010-04-25,6.74001665671546,spring
New York,2010-04-26,6.016732093435338,spring
New York,2010-04-27,18.188257870071382,spring
New York,2010-04-28,6.661618246578901,spring
New York,2010-04-29,4.45698584297642,spring
New York,2010-04-30,3.192920103142032,spring
New York,2010-05-01,8.588448408415138,spring
New York,2010-05-02,9.598166451324435,spring
New York,2010-05-03,6.768792609137959,spring
New York,2010-05-04,16.869459872800086,spring
New York,2010-05-05,10.71866163935135,spring
New York,2010-05-06,5.132415524492763,spring
New York,2010-05-07,8.292724326360014,spring
New York,2010-05-08,14.673093520490735,spring
New York,2010-05-09,9.68671301518201,spring
New York,2010-05-10,7.9889990432787155,spring
New York,2010-05-11,9.03129265766416,spring
New York,2010-05-12,4.6032147182624055,spring
New York,2010-05-13,13.213032760664687,spring
New York,2010-05-14,14.444745019801111,spring
New York,2010-05-15,4.606207510450986,spring
New York,2010-05-16,3.446372786505501,spring
New York,2010-05-17,11.492319555899435,spring
New York,2010-05-18,6.714256960822644,spring
New York,2010-05-19,14.646100444136845,spring
New York,2010-05-20,3.6497320944942615,spring
New York,2010-05-21,18.160714715007604,spring
New York,2010-05-22,11.12231767804278,spring
New York,2010-05-23,0.6368712301983148,spring
New York,2010-05-24,17.466701510746077,spring
New York,2010-05-25,20.0681267694278,spring
New York,2010-05-26,3.6584758256647296,spring
New York,2010-05-27,4.789261765712417,spring
New York,2010-05-28,2.374774240891531,spring
New York,2010-05-29,4.756616754793416,spring
New York,2010-05-30,4.620906859990117,spring
New York,2010-05-31,7.220060099039435,spring
New York,2010-06-01,21.022294794752238,summer
New York,2010-06-02,26.086933978738408,summer
New York,2010-06-03,18.5164295994691,summer
New York,2010-06-04,18.25838808891614,summer
New York,2010-06-05,26.884963337944342,summer
New York,2010-06-06,25.2238751653338,summer
New York,2010-06-07,32.97409383042205,summer
New York,2010-06-08,27.601297472274048,summer
New York,2010-06-09,25.645012663101728,summer
New York,2010-06-10,20.712595870899953,summer
New York,2010-06-11,25.402218694655307,summer
New York,2010-06-12,32.190759414829586,summer
New York,2010-06-13,23.419228046585516,summer
New York,2010-06-14,19.40816665623804,summer
New York,2010-06-15,26.276309808204694,summer
New York,2010-06-16,27.456626764602067,summer
New York,2010-06-17,19.432884736835547,summer
New York,2010-06-18,19.42464623425767,summer
New York,2010-06-19,35.54138668552578,summer
New York,2010-06-20,30.795620958853764,summer
New York,2010-06-21,9.750807998985406,summer
New York,2010-06-22,26.466278688153608,summer
New York,2010-06-23,26.74071476969189,summer
New York,2010-06-24,20.245006091145548,summer
New York,2010-06-25,15.418268851804976,summer
New York,2010-06-26,29.52748120154704,summer
New York,2010-06-27,22.424165515695417,summer
New York,2010-06-28,26.340690588240733,summer
New York,2010-06-29,30.001124521653615,summer
New York,2010-06-30,19.310326896791075,summer
New York,2010-07-01,25.23388767224811,summer
New York,2010-07-02,37.336077581716076,summer
New York,2010-07-03,22.001923021072407,summer
New York,2010-07-04,28.300132842072205,summer
New York,2010-07-05,24.1384832951605,summer
New York,2010-07-06,33.949619922342706,summer
New York,2010-07-07,24.09747572647235,summer
New York,2010-07-08,25.23015422659043,summer
New York,2010-07-09,27.567185054880355,summer
New York,2010-07-10,26.35415720585557,summer
New York,2010-07-11,28.122900664957854,summer
New York,2010-07-12,30.155019769033114,summer
New York,2010-07-13,24.148735633879635,summer
New York,2010-07-14,25.231425972024617,summer
New York,2010-07-15,30.425064686554798,summer
New York,2010-07-16,18.918616846824712,summer
New York,2010-07-17,26.85051392828062,summer
New York,2010-07-18,25.026999482825097,summer
New York,2010-07-19,27.396547780578405,summer
New York,2010-07-20,22.031442091945777,summer
New York,2010-07-21,28.790806425359467,summer
New York,2010-07-22,27.21240491310002,summer
New York,2010-07-23,17.968650587307724,summer
New York,2010-07-24,23.671230393900288,summer
New York,2010-07-25,26.9561394008331,summer
New York,2010-07-26,28.082604781424543,summer
New York,2010-07-27,27.202724092584067,summer
New York,2010-07-28,30.109645701871997,summer
New York,2010-07-29,30.334875611347318,summer
New York,2010-07-30,31.8850682494318,summer
New York,2010-07-31,23.586294468328532,summer
New York,2010-08-01,30.53881722245202,summer
New York,2010-08-02,27.672602668488288,summer
New York,2010-08-03,14.970756788530704,summer
New York,2010-08-04,23.097184488822133,summer
New York,2010-08-05,21.647569483899336,summer
New York,2010-08-06,24.546120664330733,summer
New York,2010-08-07,19.89108898368324,summer
New York,2010-08-08,22.40202536358051,summer
New York,2010-08-09,29.27064078279828,summer
New York,2010-08-10,22.267543722034763,summer
New York,2010-08-11,16.482170828832285,summer
New York,2010-08-12,35.46177499039242,summer
New York,2010-08-13,24.041378641128382,summer
New York,2010-08-14,27.037153284202713,summer
New York,2010-08-15,16.12084508839202,summer
New York,2010-08-16,32.68187229225846,summer
New York,2010-08-17,19.96713254444147,summer
New York,2010-08-18,22.513934919643233,summer
New York,2010-08-19,19.59566329452331,summer
New York,2010-08-20,20.453728098174633,summer
New York,2010-08-21,28.646115611035423,summer
New York,2010-08-22,18.536018633475287,summer
New York,2010-08-23,19.82429970085851,summer
New York,2010-08-24,18.922418753218203,summer
New York,2010-08-25,24.588866621125113,summer
New York,2010-08-26,22.127852403286106,summer
New York,2010-08-27,34.9292709851618,summer
New York,2010-08-28,23.15986465802646,summer
New York,2010-08-29,37.79794631327801,summer
New York,2010-08-30,30.85424300541892,summer
New York,2010-08-31,26.120477840778587,summer
New York,2010-09-01,9.09800867050004,autumn
New York,2010-09-02,8.922903876029906,autumn
New York,2010-09-03,26.23927854421027,autumn
New York,2010-09-04,14.40023950209645,autumn
New York,2010-09-05,19.722184212575325,autumn
New York,2010-09-06,12.944861596244252,autumn
New York,2010-09-07,17.846126763319255,autumn
New York,2010-09-08,11.303970989866942,autumn
New York,2010-09-09,15.523959445610348,autumn
New York,2010-09-10,16.842705182963883,autumn
New York,2010-09-11,7.11190928043392,autumn
New York,2010-09-12,25.189155107969803,autumn
New York,2010-09-13,10.828483103121798,autumn
New York,2010-09-14,20.81009294089135,autumn
New York,2010-09-15,15.568964088626503,autumn
New York,2010-09-16,20.881069007717013,autumn
New York,2010-09-17,17.102090813624628,autumn
New York,2010-09-18,23.333085609670093,autumn
New York,2010-09-19,17.45578629477372,autumn
New York,2010-09-20,18.482120377854173,autumn
New York,2010-09-21,14.897031531831184,autumn
New York,2010-09-22,18.612608452314333,autumn
New York,2010-09-23,12.113478549474745,autumn
New York,2010-09-24,9.41031156032627,autumn
New York,2010-09-25,5.352483664114292,autumn
New York,2010-09-26,22.356310605391776,autumn
New York,2010-09-27,19.839334388743538,autumn
New York,2010-09-28,11.226547647985868,autumn
New York,2010-09-29,15.578280748025998,autumn
New York,2010-09-30,16.59388632383009,autumn
New York,2010-10-01,12.225564845534688,autumn
New York,2010-10-02,13.191833038484312,autumn
New York,2010-10-03,12.961694483281615,autumn
New York,2010-10-04,12.432732736000496,autumn
New York,2010-10-05,8.145043509425387,autumn
New York,2010-10-06,20.993872330281167,autumn
New York,2010-10-07,8.318584960470714,autumn
New York,2010-10-08,18.691723003128104,autumn
New York,2010-10-09,13.406567749964584,autumn
New York,2010-10-10,6.701738737165304,autumn
New York,2010-10-11,9.627349030836246,autumn
New York,2010-10-12,7.873143226178555,autumn
New York,2010-10-13,15.72223514955199,autumn
New York,2010-10-14,9.475711192969403,autumn
New York,2010-10-15,13.90713346028789,autumn
New York,2010-10-16,13.9707513676513,autumn
New York,2010-10-17,17.526423283518046,autumn
New York,2010-10-18,11.109728972994041,autumn
New York,2010-10-19,12.124232408408055,autumn
New York,2010-10-20,7.434458339852287,autumn
New York,2010-10-21,18.569109436323156,autumn
New York,2010-10-22,10.173580483014186,autumn
New York,2010-10-23,18.01421829095791,autumn
New York,2010-10-24,10.893503077710577,autumn
New York,2010-10-25,19.698797551452483,autumn
New York,2010-10-26,18.085684880659773,autumn
New York,2010-10-27,21.446585765358588,autumn
New York,2010-10-28,15.621138969318535,autumn
New York,2010-10-29,9.640029080224462,autumn
New York,2010-10-30,22.61171991556462,autumn
New York,2010-10-31,13.068430881931128,autumn
New York,2010-11-01,5.794864522370709,autumn
New York,2010-11-02,20.552694766910363,autumn
